Wavelength	Counts
908.89	-49.38
909.21	461.63
909.52	121.88
909.83	-16.75
910.14	222.25
910.46	385.38
910.77	441.50
911.08	366.63
911.39	191.00
911.70	95.75
912.02	386.13
912.33	246.63
912.64	290.63
912.95	104.13
913.26	379.00
913.58	110.38
913.89	328.63
914.20	144.63
914.51	207.13
914.82	-51.88
915.14	122.50
915.45	165.25
915.76	82.63
916.07	-1.13
916.38	-36.75
916.69	399.88
917.00	-100.88
917.31	-77.00
917.63	56.75
917.94	39.75
918.25	-84.13
918.56	309.88
918.87	-67.00
919.18	-35.00
919.49	431.00
919.80	224.88
920.11	249.38
920.42	256.38
920.73	282.13
921.04	120.13
921.36	372.13
921.67	151.88
921.98	362.88
922.29	431.50
922.60	430.25
922.91	-95.38
923.22	21.75
923.53	-68.63
923.84	153.75
924.15	409.38
924.46	88.75
924.77	428.13
925.08	260.50
925.39	161.13
925.70	25.25
926.01	431.38
926.32	425.75
926.63	420.25
926.93	165.13
927.24	457.75
927.55	209.50
927.86	314.13
928.17	161.00
928.48	213.25
928.79	285.13
929.10	-43.50
929.41	141.38
929.72	170.50
930.03	85.38
930.34	386.13
930.64	91.00
930.95	-107.75
931.26	269.25
931.57	327.63
931.88	128.38
932.19	-0.63
932.50	398.25
932.80	318.38
933.11	35.25
933.42	-138.00
933.73	451.38
934.04	-100.00
934.35	402.75
934.65	-131.13
934.96	40.88
935.27	268.38
935.58	201.63
935.89	290.38
936.19	27.13
936.50	418.25
936.81	340.63
937.12	124.38
937.42	-105.25
937.73	134.25
938.04	89.38
938.35	-58.25
938.65	124.75
938.96	263.00
939.27	406.00
939.58	299.75
939.88	-35.63
940.19	424.38
940.50	227.75
940.80	311.50
941.11	427.38
941.42	409.63
941.73	237.38
942.03	-134.25
942.34	182.13
942.65	230.13
942.95	40.50
943.26	-88.00
943.57	43.75
943.87	423.75
944.18	88.13
944.48	60.50
944.79	157.13
945.10	301.13
945.40	355.25
945.71	-131.38
946.02	434.00
946.32	238.75
946.63	372.38
946.93	-22.00
947.24	329.75
947.54	254.13
947.85	426.75
948.16	358.38
948.46	333.38
948.77	-133.38
949.07	4.63
949.38	270.25
949.68	334.75
949.99	301.75
950.29	293.75
950.60	28.38
950.90	215.63
951.21	319.00
951.51	165.00
951.82	-40.88
952.12	146.00
952.43	213.38
952.73	324.63
953.04	57.88
953.34	-87.63
953.65	307.25
953.95	-36.75
954.26	410.50
954.56	288.13
954.87	-90.75
955.17	235.00
955.48	12.25
955.78	256.63
956.08	-31.38
956.39	-68.38
956.69	339.63
957.00	487.63
957.30	137.00
957.60	-46.75
957.91	476.25
958.21	196.00
958.52	88.75
958.82	5.25
959.12	324.25
959.43	168.38
959.73	402.75
960.03	356.88
960.34	169.88
960.64	-146.75
960.94	-121.38
961.25	78.63
961.55	397.63
961.85	243.63
962.16	275.25
962.46	-81.50
962.76	-47.25
963.06	53.13
963.37	416.63
963.67	290.38
963.97	364.13
964.28	328.75
964.58	295.38
964.88	254.50
965.18	388.63
965.49	216.88
965.79	-30.88
966.09	44.50
966.39	232.88
966.70	397.50
967.00	-118.63
967.30	47.75
967.60	89.38
967.90	315.38
968.21	75.13
968.51	133.50
968.81	142.63
969.11	259.38
969.41	204.00
969.71	123.13
970.02	199.38
970.32	102.00
970.62	-62.00
970.92	-117.88
971.22	267.38
971.52	-58.00
971.82	53.00
972.13	347.75
972.43	86.75
972.73	-64.25
973.03	-144.13
973.33	37.75
973.63	319.75
973.93	88.00
974.23	-94.25
974.53	331.38
974.83	213.00
975.14	-109.38
975.44	70.88
975.74	422.25
976.04	247.25
976.34	23.63
976.64	201.50
976.94	-55.75
977.24	-28.13
977.54	81.88
977.84	45.88
978.14	389.00
978.44	324.63
978.74	275.00
979.04	-71.38
979.34	252.63
979.64	-132.25
979.94	102.13
980.24	245.63
980.54	69.88
980.84	251.50
981.14	377.13
981.44	106.13
981.73	410.75
982.03	382.50
982.33	131.50
982.63	-31.25
982.93	432.75
983.23	-83.88
983.53	273.75
983.83	-55.88
984.13	2.88
984.43	403.50
984.73	267.63
985.02	-36.00
985.32	-73.38
985.62	256.50
985.92	-90.38
986.22	178.88
986.52	80.00
986.82	-64.50
987.11	331.25
987.41	331.38
987.71	346.38
988.01	380.75
997.08	-29.13
997.37	14.88
997.67	39.88
997.97	205.88
998.27	-86.13
998.56	333.75
998.86	439.50
999.16	315.50
999.46	-25.38
999.76	-102.75
1000.05	238.25
1000.35	430.25
1000.65	120.38
1000.95	415.63
1001.24	-22.75
1001.54	227.88
1001.84	413.13
1002.13	356.38
1002.43	313.63
1002.73	301.63
1003.03	150.75
1003.32	357.00
1003.62	74.25
1003.92	-114.75
1004.21	429.25
1004.51	-82.00
1004.81	76.38
1005.10	172.88
1005.40	306.88
1005.70	42.75
1005.99	-155.63
1006.29	281.63
1006.58	-105.75
1006.88	27.88
1007.18	-36.75
1007.47	-62.25
1007.77	71.50
1008.07	425.88
1008.36	229.00
1008.66	-137.00
1008.95	422.63
1009.25	-77.63
1009.54	-132.38
1009.84	394.38
1010.14	218.38
1010.43	337.00
1010.73	-113.38
1011.02	-14.63
1011.32	341.13
1011.61	-49.88
1011.91	-71.88
1012.20	-123.25
1012.50	120.13
1012.79	-28.63
1013.09	-120.63
1013.38	118.50
1013.68	430.75
1013.97	381.38
1014.27	394.38
1014.56	-40.00
1014.86	-98.38
1015.15	288.75
1015.45	-135.25
1015.74	241.88
1016.03	281.25
1016.33	95.50
1016.62	-52.63
1016.92	69.88
1017.21	-11.50
1017.51	-8.00
1017.80	382.63
1018.09	137.88
1018.39	208.63
1018.68	-80.63
1018.98	147.38
1019.27	354.75
1019.56	353.75
1019.86	212.13
1020.15	224.13
1020.44	184.75
1020.74	285.63
1021.03	352.38
1021.32	-116.38
1021.62	230.75
1021.91	-38.00
1022.20	360.38
1022.50	-105.00
1022.79	26.50
1023.08	261.63
1023.38	354.13
1023.67	392.88
1023.96	61.50
1024.25	150.75
1024.55	341.75
1024.84	26.38
1025.13	-52.13
1025.43	33.63
1025.72	78.00
1026.01	-93.13
1026.30	392.13
1026.59	-32.00
1026.89	-86.00
1027.18	368.75
1027.47	407.38
1027.76	-104.63
1028.06	361.13
1028.35	-60.25
1028.64	201.50
1028.93	268.88
1029.22	412.63
1029.51	-132.00
1029.81	194.00
1030.10	352.00
1030.39	-144.63
1030.68	276.13
1030.97	327.38
1031.26	-2.13
1031.56	83.88
1031.85	343.63
1032.14	407.38
1032.43	-1.63
1032.72	18.63
1033.01	385.88
1033.30	399.88
1033.59	187.50
1033.88	90.50
1034.17	31.75
1034.46	118.13
1034.76	103.00
1035.05	4.00
1035.34	-82.88
1035.63	291.75
1035.92	-85.63
1036.21	128.25
1036.50	16.88
1036.79	-32.63
1037.08	132.38
1037.37	-162.63
1037.66	158.13
1037.95	424.75
1038.24	316.13
1038.53	-168.38
1038.82	77.25
1039.11	19.63
1039.40	-108.88
1039.69	134.75
1039.98	143.00
1040.27	221.13
1040.56	-63.50
1040.85	77.13
1041.14	373.00
1041.42	5.13
1041.71	109.13
1042.00	-68.50
1042.29	313.63
1042.58	216.75
1042.87	-38.00
1043.16	314.75
1043.45	7.75
1043.74	197.13
1044.03	307.00
1044.31	359.38
1044.60	58.25
1044.89	-139.00
1045.18	247.75
1045.47	22.13
1045.76	-161.13
1046.05	349.50
1046.33	-170.50
1046.62	75.38
1046.91	14.00
1047.20	-28.88
1047.49	258.13
1047.77	-80.63
1048.06	-74.25
1048.35	-68.25
