Wavelength	Counts
395.50	4775.50
395.88	4793.00
396.26	5459.00
396.64	5769.00
397.02	5803.50
397.40	6619.00
397.77	6474.00
398.15	6769.00
398.53	7322.00
398.91	7767.50
399.29	7787.00
399.67	7994.00
400.04	7966.00
400.42	7743.00
400.80	7803.00
401.18	7685.00
401.56	7940.00
401.93	7700.00
402.31	7465.00
402.69	7162.50
403.07	7164.50
403.45	7124.00
403.82	6829.50
404.20	6880.00
404.58	6338.00
404.96	6280.50
405.33	6483.50
405.71	6307.50
406.09	5768.50
406.47	5751.50
406.85	5841.00
407.22	5797.00
407.60	5733.50
407.98	5363.00
408.35	5216.00
408.73	4850.50
409.11	4800.50
409.49	4856.00
409.86	4721.00
410.24	4161.50
410.62	4355.00
411.00	4240.00
411.37	4042.50
411.75	3384.50
412.13	3613.50
412.50	3494.00
412.88	2942.00
413.26	2990.00
413.63	2731.50
414.01	2419.50
414.39	2271.50
414.76	2449.50
415.14	2277.50
415.52	1791.50
415.89	1888.00
416.27	1584.00
416.65	1328.50
417.02	1391.00
417.40	1208.00
417.78	837.00
418.15	1242.00
418.53	565.00
418.91	1012.00
419.28	472.50
419.66	795.50
420.04	376.00
420.41	422.50
420.79	393.00
421.16	633.50
421.54	624.00
421.92	128.50
422.29	367.50
422.67	-12.50
423.04	299.00
423.42	392.00
423.80	303.00
424.17	357.50
424.55	127.50
424.92	-91.00
425.30	471.00
425.67	128.50
426.05	467.50
426.43	27.50
426.80	154.50
427.18	249.00
427.55	-113.50
427.93	106.00
428.30	212.00
428.68	274.00
429.05	-17.00
429.43	83.50
429.80	89.00
430.18	289.50
430.55	154.00
430.93	402.00
431.30	35.50
431.68	105.50
432.05	207.50
432.43	-87.50
432.80	394.50
433.18	462.00
433.55	290.00
433.93	16.50
434.30	187.50
434.68	261.00
435.05	458.00
435.43	69.50
435.80	46.00
436.18	-71.00
436.55	-41.50
436.93	-74.50
437.30	-34.50
437.68	167.00
438.05	173.50
438.42	234.50
438.80	-90.00
439.17	383.50
439.55	-46.00
439.92	-42.00
440.30	98.00
440.67	162.50
441.04	446.00
441.42	-107.00
441.79	171.50
442.17	276.50
442.54	104.00
442.91	412.50
443.29	284.50
443.66	390.00
444.04	86.00
444.41	364.50
444.78	518.00
445.16	66.00
445.53	472.00
445.90	533.50
446.28	436.50
446.65	478.00
447.02	106.00
447.40	643.50
447.77	565.50
448.14	498.50
448.52	340.50
448.89	251.50
449.26	438.00
449.64	657.00
450.01	749.50
450.38	661.00
450.76	558.50
451.13	775.00
451.50	765.00
451.88	860.50
452.25	591.50
452.62	970.50
453.00	803.50
453.37	1000.00
453.74	589.00
454.11	998.50
454.49	716.00
454.86	685.00
455.23	985.50
455.60	1062.00
455.98	1201.50
456.35	850.50
456.72	965.50
457.09	906.50
457.47	899.00
457.84	859.00
458.21	1387.50
458.58	1239.50
458.96	1400.00
459.33	1144.50
459.70	1369.50
460.07	1243.50
460.45	1397.50
460.82	1341.50
461.19	1263.50
461.56	1343.00
461.93	1148.50
462.31	1420.50
462.68	1405.50
463.05	1706.00
463.42	1620.00
463.79	1761.00
464.16	1296.00
464.54	1796.00
464.91	1506.00
465.28	1731.00
465.65	1861.50
466.02	1769.50
466.39	1874.00
466.77	1823.50
467.14	1931.50
467.51	1615.50
467.88	1852.50
468.25	1633.50
468.62	1736.00
468.99	1861.50
469.36	2116.50
469.74	2177.50
470.11	2143.50
470.48	2142.00
470.85	2006.00
471.22	2073.00
471.59	1862.50
471.96	1947.50
472.33	2361.00
472.70	2096.00
473.07	2209.00
473.44	2231.00
473.82	2214.50
474.19	2043.50
474.56	2606.00
474.93	2262.50
475.30	2355.00
475.67	2422.00
476.04	2114.00
476.41	2266.00
476.78	2362.00
477.15	2398.00
477.52	2492.00
477.89	2738.00
478.26	2627.50
478.63	2730.00
479.00	2633.50
479.37	2337.50
479.74	2622.00
480.11	2596.50
480.48	2456.00
480.85	2635.50
481.22	2699.50
481.59	2454.50
481.96	2615.00
482.33	2569.00
482.70	2615.50
483.07	2559.00
483.44	2670.00
483.81	2837.50
484.18	2738.50
484.55	2607.50
484.92	2547.00
485.29	2602.00
485.66	2478.50
486.03	2752.50
486.40	2812.00
486.77	2583.00
487.14	2804.00
487.50	3098.50
487.87	2804.00
488.24	3123.50
488.61	3133.50
488.98	2924.50
489.35	3250.50
489.72	3084.00
490.09	3322.00
490.46	3082.00
490.83	3322.00
491.19	3187.50
491.56	2891.00
491.93	2918.00
492.30	3167.00
492.67	3132.00
493.04	3096.00
493.41	3090.50
493.78	3508.00
494.14	3493.50
494.51	3096.50
494.88	3654.00
495.25	3184.50
495.62	3477.00
495.99	3551.00
496.35	3429.00
496.72	3330.50
497.09	3422.50
497.46	3879.00
497.83	3852.00
498.20	3565.50
498.56	3971.00
498.93	3769.00
499.30	3554.50
499.67	3663.00
500.04	3920.00
500.40	3917.00
500.77	3749.00
501.14	3811.50
501.51	4141.50
501.87	3980.50
502.24	3697.50
502.61	3855.00
502.98	3774.50
503.35	4016.50
503.71	3849.50
504.08	4260.00
504.45	3855.00
504.81	4137.50
505.18	3835.00
505.55	3928.00
505.92	3978.00
506.28	3987.00
506.65	4438.50
507.02	4343.50
507.39	4449.50
507.75	4246.00
508.12	4271.50
508.49	4115.50
508.85	4162.50
509.22	4145.00
509.59	4060.50
509.95	4075.00
510.32	4274.50
510.69	3993.00
511.05	4380.50
511.42	4578.00
511.79	4472.50
512.15	4139.50
512.52	4406.50
512.89	4191.50
513.25	4480.50
513.62	4550.00
513.99	4344.00
514.35	4298.50
514.72	4577.50
515.09	4535.00
515.45	4414.50
515.82	4408.50
516.18	4020.00
516.55	4107.50
516.92	4001.00
517.28	4459.50
517.65	4542.00
518.01	3993.50
518.38	4418.00
518.75	4388.00
519.11	4385.00
519.48	4249.00
519.84	4480.00
520.21	4180.00
520.57	4174.50
520.94	4506.50
521.31	4480.50
521.67	3961.50
522.04	4051.00
522.40	4344.50
522.77	4368.00
523.13	4488.00
523.50	4160.50
523.86	4008.50
524.23	4028.00
524.59	4510.00
524.96	4465.00
525.32	4080.50
525.69	4266.50
526.05	4166.50
526.42	4318.50
526.78	4458.00
527.15	3997.50
527.51	4538.50
527.88	4310.50
528.24	4507.50
528.61	4372.50
528.97	4382.00
529.34	3999.00
529.70	4472.00
530.07	4442.00
530.43	4453.00
530.80	4176.50
531.16	4279.00
531.53	4233.00
531.89	4085.00
532.25	4558.50
532.62	4677.00
532.98	4295.00
533.35	4162.00
533.71	4582.00
534.07	4614.50
534.44	4446.50
534.80	4315.00
535.17	4735.50
535.53	4311.50
535.89	4719.50
536.26	4843.00
536.62	4364.00
536.99	4384.00
537.35	4776.50
537.71	4719.00
538.08	5051.50
538.44	4598.00
538.80	4797.50
539.17	5127.00
539.53	4696.00
539.90	4746.00
540.26	4728.00
540.62	4752.00
540.99	4945.50
541.35	4978.00
541.71	4949.00
542.08	5325.50
542.44	5367.50
542.80	5008.50
543.16	5116.50
543.53	5230.00
543.89	5261.50
544.25	5337.00
544.62	5329.50
544.98	5533.50
545.34	5559.50
545.71	5309.50
546.07	5524.50
546.43	5147.50
546.79	5482.00
547.16	5202.00
547.52	5465.50
547.88	5417.00
548.24	5144.50
548.61	5143.50
548.97	5245.00
549.33	5376.00
549.69	5320.50
550.06	5355.00
550.42	5604.00
550.78	5471.50
551.14	5632.00
551.50	5389.50
551.87	5458.00
552.23	5250.00
552.59	5365.50
552.95	5582.00
553.31	5255.00
553.68	5265.00
554.04	5570.50
554.40	5206.00
554.76	5516.00
555.12	5512.50
555.49	5383.50
555.85	5291.50
556.21	5065.00
556.57	5226.50
556.93	5573.00
557.29	5324.50
557.65	5099.00
558.02	5474.50
558.38	5124.00
558.74	5392.00
559.10	5320.50
559.46	5139.50
559.82	5295.50
560.18	5001.00
560.54	5020.50
560.91	5156.50
561.27	5384.50
561.63	5063.50
561.99	5339.00
562.35	4806.00
562.71	5353.00
563.07	5063.00
563.43	5282.00
563.79	5177.50
564.15	5111.50
564.51	4926.00
564.87	4952.00
565.24	5138.00
565.60	5206.50
565.96	5207.50
566.32	5110.50
566.68	5064.00
567.04	4969.50
567.40	4822.50
567.76	4894.00
568.12	5197.50
568.48	4953.50
568.84	5195.00
569.20	5024.00
569.56	5146.00
569.92	4973.50
570.28	5356.50
570.64	5309.00
571.00	5139.50
571.36	4994.00
571.72	5357.50
572.08	5054.00
572.44	5290.00
572.80	4962.50
573.16	5220.50
573.52	5415.50
573.88	5079.50
574.24	5245.50
574.59	5617.50
574.95	5334.50
575.31	5651.50
575.67	5547.00
576.03	5648.50
576.39	5723.50
576.75	5655.50
577.11	5328.00
577.47	5471.00
577.83	5745.00
578.19	5622.00
578.55	5913.50
578.90	5815.00
579.26	5611.50
579.62	5760.50
579.98	5686.00
580.34	5950.00
580.70	5976.50
581.06	5818.00
581.42	5639.00
581.77	5746.50
582.13	6236.50
582.49	6229.00
582.85	6279.00
583.21	6280.50
583.57	6167.00
583.93	5996.00
584.28	5905.50
584.64	6275.50
585.00	5901.50
585.36	6440.50
585.72	6400.00
586.07	6427.50
586.43	6265.00
586.79	6365.00
587.15	6056.50
587.51	5950.00
587.86	6502.50
588.22	6206.00
588.58	6261.00
588.94	6370.50
589.30	6210.00
589.65	6497.50
590.01	6245.50
590.37	6088.00
590.73	6234.00
591.08	6385.50
591.44	6277.50
591.80	6396.50
592.16	5989.50
592.51	6260.50
592.87	5920.50
593.23	6339.50
593.58	6021.00
593.94	6025.00
594.30	5900.00
594.66	6392.50
595.01	6089.50
595.37	6206.00
595.73	5996.50
596.08	5949.00
596.44	6248.00
596.80	6055.50
597.15	6018.50
597.51	6209.50
597.87	5785.50
598.22	5837.00
598.58	5793.50
598.94	5661.00
599.29	5629.00
599.65	5632.00
600.01	6040.00
600.36	6028.50
600.72	6137.50
601.08	5944.00
601.43	5983.50
601.79	6050.50
602.14	5502.00
602.50	5782.50
602.86	5577.00
603.21	5684.50
603.57	5823.50
603.92	5929.00
604.28	5671.50
604.64	5975.00
604.99	5819.00
605.35	5864.50
605.70	5415.00
606.06	5476.50
606.41	5401.50
606.77	5364.00
607.13	5598.00
607.48	5887.00
607.84	5608.50
608.19	5538.00
608.55	5454.00
608.90	5770.00
609.26	5542.00
609.61	5845.00
609.97	5782.50
610.32	5794.50
610.68	5302.50
611.03	5657.00
611.39	5396.00
611.74	5701.50
612.10	5293.00
612.45	5538.50
612.81	5704.00
613.16	5749.00
613.52	5213.00
613.87	5269.00
614.23	5345.00
614.58	5606.00
614.94	5246.00
615.29	5422.00
615.64	5712.00
616.00	5624.50
616.35	5169.00
616.71	5239.50
617.06	5436.50
617.42	5484.50
617.77	5191.00
618.13	5713.00
618.48	5647.50
618.83	5435.00
619.19	5425.50
619.54	5172.50
619.90	5471.00
620.25	5424.50
620.60	5534.50
620.96	5161.50
621.31	5378.00
621.66	5614.00
622.02	5334.00
622.37	5224.50
622.73	5057.00
623.08	5365.50
623.43	5200.50
623.79	4971.00
624.14	5210.00
624.49	4989.50
624.85	5101.50
625.20	5331.50
625.55	4966.50
625.91	5313.50
626.26	5361.00
626.61	4888.00
626.97	5171.00
627.32	5287.00
627.67	4842.50
628.02	5182.50
628.38	4696.50
628.73	4867.50
629.08	4617.50
629.44	5162.50
629.79	4945.00
630.14	4947.50
630.49	4518.00
630.85	4733.50
631.20	4955.50
631.55	4927.00
631.90	4681.00
632.26	4558.50
632.61	4405.50
632.96	4400.00
633.31	4633.50
633.66	4445.50
634.02	4777.00
634.37	4562.50
634.72	4562.00
635.07	4706.00
635.43	4206.00
635.78	4647.50
636.13	4095.00
636.48	4152.00
636.83	4370.50
637.18	4256.00
637.54	4334.00
637.89	4037.50
638.24	4155.00
638.59	4148.00
638.94	4294.50
639.29	4042.00
639.65	3751.00
640.00	3701.50
640.35	4176.00
640.70	3983.00
641.05	3898.50
641.40	3640.00
641.75	3564.50
642.10	3776.00
642.46	3604.50
642.81	3792.50
643.16	3754.00
643.51	4040.50
643.86	3929.50
644.21	3986.50
644.56	3842.50
644.91	3505.00
645.26	3532.00
645.61	3556.00
645.96	3549.00
646.32	3356.50
646.67	3696.50
647.02	3442.00
647.37	3343.00
647.72	3709.50
648.07	3163.50
648.42	3448.50
648.77	3531.50
649.12	3344.50
649.47	3137.50
649.82	3596.00
650.17	3223.00
650.52	3340.00
650.87	3374.50
651.22	3139.00
651.57	3251.50
651.92	3380.50
652.27	3404.00
652.62	3316.50
652.97	3174.00
653.32	2998.00
653.67	3161.50
654.02	3211.00
654.37	2856.00
654.72	3229.50
655.07	3059.00
655.42	2913.00
655.76	2952.50
656.11	2804.00
656.46	3273.00
656.81	3244.00
657.16	3076.00
657.51	3139.50
657.86	2751.50
658.21	2863.00
658.56	3235.50
658.91	2848.00
659.26	2858.00
659.61	2734.50
659.95	3047.50
660.30	2850.00
660.65	2697.00
661.00	3105.50
661.35	3052.50
661.70	2981.50
662.05	2870.50
662.39	2657.50
662.74	2831.00
663.09	2611.00
663.44	2782.00
663.79	2824.50
664.14	2804.50
664.48	2598.50
664.83	2887.00
665.18	2941.50
665.53	2773.00
665.88	2907.00
666.23	2826.50
666.57	2736.50
666.92	3122.50
667.27	2699.50
667.62	3048.50
667.96	2966.50
668.31	2919.00
668.66	2806.00
669.01	2989.00
669.36	2800.50
669.70	2568.00
670.05	2647.50
670.40	2947.50
670.75	2672.00
671.09	2823.50
671.44	2766.50
671.79	2694.00
672.13	2709.50
672.48	2584.00
672.83	2830.50
673.18	2475.50
673.52	2626.00
673.87	2983.50
674.22	2694.50
674.56	2879.50
674.91	2516.50
675.26	2439.50
675.60	3001.50
675.95	2462.50
676.30	3003.00
676.65	2972.50
676.99	2595.00
677.34	2544.50
677.68	2536.50
678.03	2470.50
678.38	2424.00
678.72	2489.00
679.07	2769.50
679.42	2913.00
679.76	2523.50
680.11	2610.50
680.46	2446.50
680.80	2535.00
681.15	2458.50
681.49	2534.50
681.84	2703.00
682.19	2552.00
682.53	2654.00
682.88	2809.00
683.22	2743.00
683.57	2424.50
683.91	2271.50
684.26	2408.50
684.61	2731.00
684.95	2626.50
685.30	2351.50
685.64	2709.00
685.99	2286.50
686.33	2347.00
686.68	2415.00
687.02	2318.00
687.37	2626.50
687.71	2597.00
688.06	2199.50
688.40	2245.00
688.75	2242.50
689.09	2097.50
689.44	2182.00
689.78	2367.50
690.13	2485.50
690.47	2168.00
690.82	2132.50
691.16	2094.50
691.51	2574.50
691.85	2534.00
692.20	2504.00
692.54	2114.50
692.89	2472.00
693.23	2197.50
693.57	2408.00
693.92	1994.00
694.26	1920.00
694.61	2310.50
694.95	2346.00
695.30	2197.00
695.64	2397.00
695.98	1947.50
696.33	2049.50
696.67	2403.50
697.02	2395.50
697.36	1804.50
697.70	2113.50
698.05	2138.50
698.39	1759.00
698.73	2088.50
699.08	1912.50
699.42	1925.50
699.77	2114.50
700.11	1968.00
700.45	1963.00
700.80	1809.50
701.14	1826.50
701.48	1804.50
701.83	2181.00
702.17	1797.50
702.51	1610.50
702.86	1836.50
703.20	1934.00
703.54	1847.00
703.88	2067.50
704.23	1830.50
704.57	1615.00
704.91	1785.50
705.26	1801.00
705.60	1729.00
705.94	2004.00
706.28	1656.50
706.63	1963.50
706.97	1795.50
707.31	1784.00
707.65	1616.50
708.00	1726.00
708.34	1954.50
708.68	1552.00
709.02	1498.00
709.37	1876.00
709.71	1820.50
710.05	1362.00
710.39	1815.00
710.73	1534.00
711.08	1733.00
711.42	1838.50
711.76	1857.50
712.10	1584.50
712.44	1345.50
712.78	1417.50
713.13	1438.00
713.47	1435.50
713.81	1616.50
714.15	1242.50
714.49	1767.00
714.83	1599.50
715.18	1663.00
715.52	1711.50
715.86	1564.00
716.20	1431.00
716.54	1218.50
716.88	1276.00
717.22	1678.00
717.56	1621.00
717.91	1615.00
718.25	1402.50
718.59	1285.00
718.93	1605.00
719.27	1289.00
719.61	1520.00
719.95	1721.50
720.29	1322.50
720.63	1560.00
720.97	1524.50
721.31	1743.50
721.65	1544.50
721.99	1200.50
722.33	1200.50
722.68	1240.00
723.02	1584.50
723.36	1536.50
723.70	1138.50
724.04	1539.50
724.38	1601.00
724.72	1474.00
725.06	1289.00
725.40	1587.50
725.74	1387.00
726.08	1609.00
726.42	1219.50
726.76	1090.00
727.10	1323.00
727.44	1446.50
727.77	1176.00
728.11	1420.00
728.45	1099.00
728.79	970.00
729.13	1209.00
729.47	1104.00
729.81	1169.00
730.15	1056.00
730.49	1109.50
730.83	1001.00
731.17	1381.50
731.51	1246.50
731.85	958.50
732.19	862.00
732.53	837.00
732.86	936.00
733.20	1340.50
733.54	1216.50
733.88	1299.50
734.22	1250.00
734.56	1112.00
734.90	874.00
735.24	1124.00
735.57	1071.50
735.91	1013.00
736.25	822.50
736.59	1262.50
736.93	1040.50
737.27	1232.50
737.60	1273.00
737.94	1197.00
738.28	795.00
738.62	1294.50
738.96	1153.00
739.29	1114.00
739.63	988.00
739.97	804.00
740.31	763.00
740.65	1058.50
740.98	1175.00
741.32	1081.50
741.66	1261.50
742.00	1208.00
742.33	1236.50
742.67	889.00
743.01	714.00
743.35	781.00
743.68	930.00
744.02	1176.50
744.36	1062.50
744.70	965.00
745.03	1191.50
745.37	705.50
745.71	722.00
746.04	663.00
746.38	965.50
746.72	671.00
747.06	763.00
747.39	868.00
747.73	1028.00
748.07	928.50
748.40	1209.00
748.74	765.00
749.08	839.50
749.41	796.50
749.75	1083.50
750.09	1006.50
750.42	722.50
750.76	1165.50
751.09	673.50
751.43	1142.50
751.77	784.00
752.10	933.00
752.44	800.00
752.78	872.00
753.11	1081.00
753.45	1013.00
753.78	803.50
754.12	842.00
754.46	843.50
754.79	779.00
755.13	1126.50
755.46	838.50
755.80	675.00
756.13	1009.50
756.47	727.50
756.80	918.00
757.14	836.00
757.48	1017.50
757.81	1118.00
758.15	850.50
758.48	899.00
758.82	922.00
759.15	915.50
759.49	1079.00
759.82	508.00
760.16	610.50
760.49	771.50
760.83	755.00
761.16	524.00
761.50	1061.50
761.83	1089.50
762.17	537.50
762.50	916.00
762.84	1078.00
763.17	722.50
763.50	781.50
763.84	1037.00
764.17	1036.00
764.51	524.00
764.84	580.00
765.18	1068.50
765.51	626.50
765.84	970.00
766.18	461.50
766.51	774.50
766.85	508.50
767.18	822.00
767.51	999.50
767.85	585.50
768.18	729.00
768.52	608.50
768.85	591.00
769.18	667.00
769.52	980.00
769.85	528.50
770.18	794.50
770.52	445.00
770.85	951.50
771.18	392.00
771.52	783.00
771.85	485.00
772.18	894.00
772.52	867.50
772.85	821.50
773.18	634.00
773.52	591.50
773.85	399.00
774.18	923.50
774.52	727.50
774.85	536.50
775.18	500.00
775.51	788.00
775.85	354.50
776.18	826.50
776.51	750.00
776.84	652.00
777.18	873.50
777.51	478.00
777.84	731.00
778.17	833.00
778.51	496.00
778.84	333.50
779.17	711.00
779.50	523.00
779.83	498.00
780.17	635.00
780.50	473.00
780.83	582.00
781.16	281.00
781.49	694.00
781.83	479.00
782.16	485.50
782.49	303.00
782.82	699.50
783.15	555.00
783.48	254.00
783.82	539.00
784.15	612.50
784.48	493.50
784.81	290.00
785.14	246.00
785.47	483.50
785.80	417.50
786.14	602.50
786.47	266.50
786.80	586.50
787.13	327.50
787.46	296.50
787.79	506.50
788.12	673.50
788.45	532.50
788.78	424.50
789.11	260.50
789.44	626.50
789.77	468.00
790.10	690.00
790.44	566.50
790.77	677.50
791.10	209.00
791.43	732.00
791.76	252.50
792.09	201.50
792.42	618.50
792.75	643.00
793.08	642.50
793.41	202.50
793.74	417.50
794.07	395.00
794.40	299.50
794.73	280.00
795.06	739.00
795.39	699.50
795.72	663.50
796.05	817.50
796.38	470.50
796.71	689.00
797.03	743.00
797.36	326.50
797.69	259.00
798.02	723.50
798.35	684.00
798.68	360.00
799.01	274.50
799.34	263.50
799.67	795.50
800.00	301.50
800.33	387.00
809.42	739.00
809.75	688.00
810.08	654.00
810.41	318.50
810.74	91.50
811.07	118.50
811.40	302.50
811.72	223.00
812.05	671.00
812.38	119.50
812.71	140.00
813.04	186.50
813.37	204.50
813.70	242.00
814.02	112.00
814.35	568.00
814.68	200.50
815.01	478.50
815.34	120.00
815.66	196.00
815.99	333.50
816.32	335.50
816.65	78.00
816.98	386.50
817.30	438.50
817.63	651.50
817.96	476.50
818.29	171.00
818.61	49.50
818.94	492.50
819.27	234.00
819.60	467.50
819.92	155.00
820.25	105.50
820.58	489.00
820.90	580.50
821.23	623.00
821.56	75.50
821.89	179.00
822.21	615.50
822.54	270.00
822.87	341.00
823.19	521.50
823.52	143.50
823.85	144.00
824.17	465.00
824.50	406.00
824.83	221.50
825.15	554.50
825.48	609.00
825.81	409.50
826.13	394.50
826.46	169.50
826.78	467.50
827.11	618.50
827.44	122.00
827.76	614.50
828.09	151.50
828.41	90.50
828.74	429.00
829.07	536.50
829.39	45.00
829.72	400.00
830.04	521.50
830.37	349.50
830.70	494.00
831.02	251.50
831.35	107.00
831.67	11.50
832.00	399.00
832.32	371.00
832.65	1.00
832.97	91.50
833.30	108.50
833.62	63.50
833.95	225.50
834.27	23.50
834.60	243.00
834.92	483.50
835.25	230.50
835.57	202.00
835.90	48.50
836.22	259.00
836.55	244.50
836.87	307.00
837.20	92.00
837.52	138.00
837.85	203.50
838.17	540.50
838.49	381.50
838.82	143.50
839.14	111.50
839.47	342.00
839.79	429.50
840.12	125.00
840.44	366.00
840.76	-27.00
841.09	77.50
841.41	-28.50
841.74	121.00
842.06	407.50
842.38	520.50
842.71	176.50
843.03	190.00
843.35	81.50
843.68	376.50
844.00	434.00
844.32	317.00
844.65	250.00
844.97	106.00
845.29	292.50
845.62	417.50
845.94	242.50
846.26	200.00
846.59	513.50
846.91	219.00
847.23	305.50
847.56	-35.50
847.88	136.00
848.20	61.50
848.52	460.00
848.85	203.50
849.17	151.00
849.49	362.00
849.82	359.50
850.14	222.00
850.46	528.50
850.78	444.00
851.10	297.00
851.43	320.00
851.75	98.00
852.07	245.00
852.39	5.50
852.72	526.50
853.04	441.50
853.36	501.50
853.68	430.00
854.00	164.50
854.33	200.00
854.65	68.50
854.97	280.00
855.29	332.50
855.61	511.50
855.93	475.00
856.26	309.50
856.58	22.00
856.90	104.50
857.22	453.50
857.54	111.50
857.86	508.00
858.18	442.50
858.50	188.00
858.83	313.50
859.15	91.00
859.47	157.00
859.79	490.50
860.11	433.00
860.43	-1.00
860.75	220.50
861.07	433.50
861.39	369.50
861.71	33.50
862.03	-1.50
862.35	322.00
862.67	101.50
863.00	383.50
863.32	271.50
863.64	-26.00
863.96	239.00
864.28	256.50
864.60	442.50
864.92	248.50
865.24	134.50
865.56	488.50
865.88	401.00
866.20	104.50
866.52	509.00
866.84	124.50
867.16	342.00
867.48	271.50
867.80	293.00
868.11	196.50
868.43	371.00
868.75	207.50
869.07	415.50
869.39	-16.00
869.71	341.00
870.03	-69.50
870.35	219.00
870.67	448.00
870.99	393.00
871.31	200.00
871.63	465.00
871.95	128.50
872.26	139.00
872.58	333.00
872.90	-7.50
873.22	-97.50
873.54	99.00
873.86	-11.50
874.18	69.50
874.50	88.50
874.81	318.00
875.13	274.50
875.45	283.00
875.77	455.00
876.09	243.50
876.41	168.50
876.72	-48.50
877.04	34.00
877.36	-74.00
877.68	-52.50
878.00	181.00
878.31	73.00
878.63	-83.00
878.95	241.50
879.27	490.50
879.58	-18.50
879.90	192.50
880.22	49.00
880.54	266.50
880.85	432.50
881.17	458.50
881.49	148.50
881.81	418.00
882.12	358.50
882.44	-87.50
882.76	403.00
883.08	-6.00
883.39	327.50
883.71	449.00
884.03	369.00
884.34	451.00
884.66	68.00
884.98	287.50
885.29	124.00
885.61	366.00
885.93	206.50
886.24	225.50
886.56	353.50
886.88	35.50
887.19	-99.00
887.51	479.50
887.82	-111.00
888.14	316.50
888.46	180.00
888.77	310.50
889.09	216.00
889.41	183.50
889.72	248.50
890.04	149.50
890.35	-26.50
890.67	171.50
890.98	330.50
891.30	212.50
891.62	125.00
891.93	481.00
892.25	206.00
892.56	24.50
892.88	80.50
893.19	446.50
893.51	180.50
893.82	-53.50
894.14	128.50
894.45	98.00
894.77	402.00
895.08	188.00
895.40	196.00
895.71	465.50
896.03	301.00
896.34	201.00
896.66	309.50
896.97	281.50
897.29	-58.00
897.60	218.00
897.92	358.00
898.23	-111.00
898.55	379.50
898.86	-33.00
899.18	413.00
899.49	243.00
899.80	57.50
900.12	65.00
900.43	171.50
900.75	-48.00
901.06	297.00
901.37	41.00
901.69	403.00
902.00	169.50
902.32	345.00
902.63	302.50
902.94	371.00
903.26	129.00
903.57	295.00
903.88	27.00
904.20	476.50
904.51	474.50
904.82	181.50
905.14	43.50
905.45	401.50
905.76	70.00
906.08	13.00
906.39	372.00
906.70	45.50
907.02	339.00
907.33	340.00
907.64	348.50
907.96	-62.50
908.27	-83.50
908.58	275.50
908.89	221.00
909.21	-95.50
909.52	-4.00
909.83	333.00
910.14	417.00
910.46	9.00
910.77	78.50
911.08	352.50
911.39	-34.00
911.70	-18.00
912.02	292.50
912.33	95.50
912.64	277.00
912.95	-47.00
913.26	210.50
913.58	110.00
913.89	335.00
914.20	-135.50
914.51	434.00
914.82	371.00
915.14	324.00
915.45	174.50
915.76	-101.00
916.07	-144.50
916.38	373.50
916.69	30.50
917.00	440.00
917.31	155.50
917.63	350.00
917.94	-9.00
